0.000000e+00  0.000000e+00  4.999368e-01
1.000000e-01  3.130411e-07  4.999365e-01
2.000000e-01  1.258369e-06  4.999356e-01
3.000000e-01  2.854718e-06  4.999340e-01
4.000000e-01  5.133727e-06  4.999317e-01
5.000000e-01  8.140564e-06  4.999287e-01
6.000000e-01  1.193482e-05  4.999249e-01
7.000000e-01  1.659169e-05  4.999202e-01
8.000000e-01  2.220346e-05  4.999146e-01
9.000000e-01  2.888134e-05  4.999079e-01
1.000000e+00  3.675766e-05  4.999001e-01
1.100000e+00  4.598849e-05  4.998908e-01
1.200000e+00  5.675673e-05  4.998801e-01
1.300000e+00  6.927573e-05  4.998675e-01
1.400000e+00  8.379350e-05  4.998530e-01
1.500000e+00  1.005976e-04  4.998362e-01
1.600000e+00  1.200209e-04  4.998168e-01
1.700000e+00  1.424480e-04  4.997944e-01
1.800000e+00  1.683230e-04  4.997685e-01
1.900000e+00  1.981581e-04  4.997387e-01
2.000000e+00  2.325437e-04  4.997043e-01
2.100000e+00  2.721602e-04  4.996647e-01
2.200000e+00  3.177912e-04  4.996190e-01
2.300000e+00  3.703387e-04  4.995665e-01
2.400000e+00  4.308413e-04  4.995060e-01
2.500000e+00  5.004939e-04  4.994363e-01
2.600000e+00  5.806713e-04  4.993562e-01
2.700000e+00  6.729550e-04  4.992639e-01
2.800000e+00  7.791638e-04  4.991577e-01
2.900000e+00  9.013886e-04  4.990354e-01
3.000000e+00  1.042033e-03  4.988948e-01
3.100000e+00  1.203860e-03  4.987330e-01
3.200000e+00  1.390042e-03  4.985468e-01
3.300000e+00  1.604223e-03  4.983326e-01
3.400000e+00  1.850589e-03  4.980862e-01
3.500000e+00  2.133940e-03  4.978029e-01
3.600000e+00  2.459783e-03  4.974770e-01
3.700000e+00  2.834430e-03  4.971024e-01
3.800000e+00  3.265113e-03  4.966717e-01
3.900000e+00  3.760109e-03  4.961767e-01
4.000000e+00  4.328883e-03  4.956079e-01
4.100000e+00  4.982250e-03  4.949546e-01
4.200000e+00  5.732552e-03  4.942043e-01
4.300000e+00  6.593850e-03  4.933430e-01
4.400000e+00  7.582145e-03  4.923547e-01
4.500000e+00  8.715604e-03  4.912212e-01
4.600000e+00  1.001482e-02  4.899220e-01
4.700000e+00  1.150305e-02  4.884338e-01
4.800000e+00  1.320653e-02  4.867303e-01
4.900000e+00  1.515471e-02  4.847821e-01
5.000000e+00  1.738052e-02  4.825563e-01
5.100000e+00  1.992064e-02  4.800162e-01
5.200000e+00  2.281565e-02  4.771212e-01
5.300000e+00  2.611015e-02  4.738267e-01
5.400000e+00  2.985281e-02  4.700841e-01
5.500000e+00  3.409616e-02  4.658407e-01
5.600000e+00  3.889623e-02  4.610407e-01
5.700000e+00  4.431195e-02  4.556250e-01
5.800000e+00  5.040405e-02  4.495329e-01
5.900000e+00  5.723365e-02  4.427033e-01
6.000000e+00  6.486024e-02  4.350767e-01
6.100000e+00  7.333897e-02  4.265980e-01
6.200000e+00  8.271732e-02  4.172197e-01
6.300000e+00  9.303094e-02  4.069061e-01
6.400000e+00  1.042987e-01  3.956384e-01
6.500000e+00  1.165173e-01  3.834198e-01
