-6.746621e-01  -5.316043e-01
1.884664e-01  1.583885e-01
-5.266166e-01  3.122341e-02
-5.810804e-01  1.338233e-02
-4.662144e-01  1.793437e-02
-2.172922e-01  -2.366564e-01
-5.900693e-01  -1.506161e+00
9.631798e-01  -9.313776e-01
-3.940227e-01  2.019124e-01
-6.649108e-02  1.216956e-01
-2.514630e+00  -7.257997e-01
-2.321695e-01  9.049570e-03
1.486818e-01  1.079204e+00
2.654560e-01  -2.485495e-02
-5.655954e-01  3.231717e-01
-2.985000e+00  -4.797456e-01
-5.292702e-01  4.015663e-01
-1.000716e-01  1.676669e-01
-2.256432e+00  -9.699237e-01
-4.809399e-01  2.456440e-02
-3.618423e-01  1.904720e-01
-3.074909e+00  -5.711668e-01
-8.968183e-01  2.843303e-01
8.198613e-02  1.528144e+00
-7.348616e-01  -2.518609e-01
-8.077630e-02  -4.962765e-01
-3.290326e-01  6.319165e-01
5.702353e-02  -4.729992e-01
-3.451441e-01  -6.156066e-02
-1.850546e+00  1.173072e+00
-3.892305e-02  -6.525289e-02
1.286436e-01  -3.156970e-01
-2.392822e-01  3.613336e-01
-5.672697e-01  2.130717e-01
-4.372465e-01  -2.598688e-03
6.862454e-01  -3.428437e-01
-3.264476e-01  -4.699806e-01
-4.111934e-01  2.066106e-01
5.408614e-01  2.441207e-01
-2.370027e-01  -4.450928e-03
5.427717e-01  4.239884e-01
2.935702e-01  1.167965e+00
-6.691622e-01  1.828468e-01
-2.719996e-01  1.310565e-01
-1.594564e+00  3.369329e-01
-6.071917e-02  -1.144863e-01
-1.017305e+00  -2.948290e-01
-2.395262e-01  -2.439013e-01
-7.503580e-01  -3.589641e-01
-1.308508e+00  1.439672e-01
-2.337888e+00  1.051696e-01
-3.470823e-01  1.839157e-01
-2.085661e+00  6.226873e-01
-2.476860e-01  -2.261039e-02
1.157492e+00  -1.072577e-01
-2.093969e+00  -6.991156e-01
3.472046e-01  -4.899271e-01
-3.000094e-01  1.583939e+00
4.401959e-01  9.512767e-02
2.805935e-01  -1.635548e+00
-9.512926e-02  -3.319429e-01
-1.281725e-03  2.197180e-01
-7.731402e-01  -2.105093e-01
-2.943808e+00  5.276083e-01
1.823164e-01  -5.117041e-01
-5.876239e-01  -1.682837e-01
3.010381e+00  3.228206e-01
-3.056787e-01  4.919527e-01
-2.848221e+00  8.705908e-01
1.123338e+00  -1.018512e-02
-4.900868e-01  4.024957e-01
1.782452e+00  6.676223e-01
-1.122045e+00  3.243238e-01
-6.284878e-01  -7.615991e-02
-4.321540e-01  2.111583e-01
-7.741268e-01  1.068425e-01
-7.708077e-01  2.604256e-01
1.487790e+00  6.204862e-01
-2.901287e-01  -5.504070e-02
2.620908e+00  5.589987e-01
-6.588313e-01  3.050927e-01
-2.741041e+00  -8.012548e-01
-1.002955e+00  9.649300e-01
-2.152325e+00  -1.756603e-01
-5.996595e-01  -1.795598e-03
-2.061615e-01  -8.430668e-01
-2.024060e+00  9.383613e-01
-8.952423e-01  2.854049e-01
-4.466436e-01  5.137981e-03
-7.935202e-01  -1.816886e-01
-4.474656e-01  7.475506e-01
1.060680e+00  9.360023e-01
-1.330664e+00  9.030085e-01
-4.264856e-01  2.100520e-01
-5.095386e-01  3.099750e-02
-2.024198e+00  6.547094e-01
-1.337942e+00  8.995162e-01
-2.322064e+00  -7.362092e-01
-1.598358e+00  -5.525976e-01
-6.763174e-01  -2.975132e-01
-4.729321e-01  2.126391e-02
2.550741e-01  -1.396955e-01
-2.651538e+00  -3.354957e-01
7.804417e-01  -7.249621e-01
8.127535e-01  1.048296e+00
-1.466409e+00  1.759094e+00
7.192961e-01  -9.036960e-01
4.915230e-01  4.470904e-01
-2.297873e+00  -1.206303e+00
1.042033e+00  -6.592374e-01
-2.304685e+00  5.974416e-01
-1.361222e+00  -2.747547e-02
1.735800e-01  2.884281e-01
-4.206637e-01  -2.534409e-01
-3.814079e-01  1.978596e-01
-4.736761e-01  2.160066e-02
6.353234e-01  9.504395e-01
1.301082e+00  -2.643853e-01
-1.707024e+00  1.342041e+00
9.100930e-01  3.956073e-02
-6.051683e-01  -7.913349e-03
-2.298622e-01  5.115915e-02
-1.000371e+00  4.069783e-01
-3.302129e-01  -2.591290e-01
1.188798e+00  4.413320e-01
-4.371302e-01  -4.648367e-01
-3.723125e-01  7.293617e-01
2.802996e+00  -5.039159e-01
-2.402375e-01  -9.988943e-01
-7.020223e-01  5.704003e-01
3.073480e+00  -2.957613e-01
1.413661e-01  2.151066e-01
-2.022497e+00  1.126980e+00
-2.498712e+00  -4.342293e-01
-3.402463e-01  4.543470e-01
-5.174929e-01  3.142516e-02
-1.768582e-02  -2.861041e-01
-1.839649e+00  1.108159e+00
-2.739088e-01  -4.671492e-02
1.058340e-01  5.470152e-02
5.526570e-01  -1.412082e+00
-2.877251e-01  -5.402860e-02
-5.834560e-01  -5.245619e-01
-2.510270e-01  -9.582429e-01
-2.966435e-01  2.944288e-01
-1.137149e-01  1.824465e-01
-2.984339e-02  -5.034676e-03
-3.065953e+00  -6.381448e-01
-5.747558e-01  -1.813011e-01
-4.201908e-01  -1.831515e-02
-4.127562e-01  -2.523965e-02
-2.816682e+00  7.453813e-02
-1.189216e-01  -6.009540e-01
4.449133e-01  3.915272e-01
3.092515e+00  -4.249304e-01
-5.713004e-02  -1.082327e-01
-1.223732e+00  3.290247e-01
6.176365e-02  -6.414016e-01
-5.624084e-01  2.307864e-02
-1.746309e+00  1.388326e-01
-4.364323e-01  2.119342e-01
-9.533037e-01  5.874708e-02
1.038808e+00  -1.206749e+00
2.074418e+00  5.380078e-02
-3.660754e-01  -5.606260e-02
-1.059021e+00  8.952845e-02
-6.366071e-01  -3.209099e-01
-2.167714e+00  -8.042626e-01
-6.112242e-02  -1.151617e-01
-4.553541e-01  1.141036e-02
2.814910e+00  -1.124972e+00
-2.291294e-01  4.506085e-02
-2.595653e-01  1.166919e-01
-2.391639e-01  -8.966716e-03
-3.851420e-01  1.991147e-01
